"trip_id","taxi_id","trip_start_timestamp","trip_end_timestamp","trip_seconds","trip_miles","pickup_census_tract","dropoff_census_tract","pickup_community_area","dropoff_community_area","fare","tips","tolls","extras","trip_total","payment_type","company","pickup_centroid_latitude","pickup_centroid_longitude","pickup_centroid_location","dropoff_centroid_latitude","dropoff_centroid_longitude","dropoff_centroid_location"
"2e2d06d871fdf254f9863cd5591eb0afc32e7c2d","22b403ba1c4de25cb19049e9c08b6d1339a9eea3ec06f9bad7bca4f17a7ce1b237f980cc925abad84ec75963637c6c4c517ef5319e0db76ad7046e28f43ff9cf","2026-04-30T23:45:00.000","2026-05-01T00:00:00.000","1065","4.33",,,"7","4","17.47","4.6","0","0","22.57","Mobile","Flash Cab","41.922686284","-87.649488729","POINT (-87.6494887289 41.9226862843)","41.975170943","-87.687515515","POINT (-87.6875155152 41.9751709433)"
"b7147c19934454e7b1bb8ae77f7033bf5a7d6aad","397fda5f3737a7b1a8ee587706ebb7e2ba198216728b268fc889909f961e61f46775f51289b1c4156448bbedbedf510de5b07052e95a814d2271e2f69b78011e","2026-04-30T23:45:00.000","2026-05-01T00:00:00.000","1510","18.33",,,"76","8","44.5","10.6","0","8","63.6","Credit Card","Globe Taxi","41.980264315","-87.913624596","POINT (-87.913624596 41.9802643146)","41.899602111","-87.633308037","POINT (-87.6333080367 41.899602111)"
"82316713e47b9ba7ca01d65030584904d53786c3","41b6975ac1c3e34b8eaae02219a062e5c432d8b0228590bd6e341766d66006b094db7b5d16a3d4e36dc789feb2d07da0a0126eb56b3805333162d8a49ebe05c4","2026-04-30T23:45:00.000","2026-05-01T00:15:00.000","1424","18.06",,,"76","8","44.5","5","0","5","55","Credit Card","Blue Ribbon Taxi Association","41.980264315","-87.913624596","POINT (-87.913624596 41.9802643146)","41.899602111","-87.633308037","POINT (-87.6333080367 41.899602111)"
"6e41190fd4de36828f4e262acd1e22e3f7fbd2f7","83a03e93bf25ce653700ec8360c79b5f393ab5c9167f31f9151dd36c7f91538049c1e558bcda79475f8858037ab10446b5ad23997ffea791fe87fc56304eff34","2026-04-30T23:45:00.000","2026-05-01T00:15:00.000","2100","20.7",,,"76","31","50.75","5.48","0","4","60.23","Credit Card","Transit Administrative Center Inc","41.980264315","-87.913624596","POINT (-87.913624596 41.9802643146)","41.850266366","-87.667569312","POINT (-87.667569312 41.8502663663)"
"64b68eb906991e8466477d74a3e56eb22c8bd7c0","4b1548922ea8515b87449b239072d0729620c8de72b320f3483147801930b7afb33b5e0871a302915fba7ce5f073477474a1c360958db538a33e420c9e96e4c1","2026-04-30T23:30:00.000","2026-04-30T23:45:00.000","1496","16.65",,,"76",,"40.75","13.25","0","25","79.5","Credit Card","Sun Taxi","41.980264315","-87.913624596","POINT (-87.913624596 41.9802643146)",,,
"b201ba6f41e39c556612c3270aaa0434f38e28f6","dd38b7cebd5414ae2b17595c68048ff8745c5147487c6c21819daf489517055192acf8e79b37a52b929601021940f63b5fcae96aa07346acff8bc4298fdc9be6","2026-04-30T23:30:00.000","2026-04-30T23:45:00.000","1080","5.6",,,"8","60","21.81","0","0","0","21.81","Credit Card","Transit Administrative Center Inc","41.899602111","-87.633308037","POINT (-87.6333080367 41.899602111)","41.836150155","-87.648787952","POINT (-87.6487879519 41.8361501547)"
"dd112608f0752c157f54e96a5df68ef8c1d10be8","3ae83cc261cea27eafc3d9b18bbc93100c03762e8b6971ee60ec7c34e975fde969dfaad88186def33c7205ef5aa98f5fc01f8419f70f7f30ab5b8af02663a2e3","2026-04-30T23:30:00.000","2026-05-01T00:00:00.000","2460","16.7",,,,"19","43.75","10","0","4","57.75","Credit Card","Transit Administrative Center Inc",,,,"41.927260956","-87.765501609","POINT (-87.7655016086 41.9272609555)"
"a8cd92b747f744ad36e97e28554bb86c668f3531","ffb8cefb331d92d05289bb6d84fba73aac7ed8252c6f4b65db3ef1bde1a83cbfe7210acf34acdf74533fb3ce853d48368ba60311be5f976a38e19a90ee879e86","2026-04-30T23:30:00.000","2026-05-01T00:00:00.000","1220","15.1",,,"76","24","37.5","8.4","0","4","50.4","Credit Card","Flash Cab","41.980264315","-87.913624596","POINT (-87.913624596 41.9802643146)","41.901206994","-87.676355989","POINT (-87.6763559892 41.9012069941)"
"fc3d7b456c9e548f99b776486fdc4503c977ab51","d79d3e19a1d5f6cb0cd4449d5579412262a2f1b182799d84c7d713a3f94407a121a9000223cae430e4d4b55a23b94d61d064c5c17d1f6bcf227e9df554921b77","2026-04-30T23:30:00.000","2026-04-30T23:30:00.000","285","0.85",,,"8","8","8.5","1","0","0","10","Mobile","5 Star Taxi","41.899602111","-87.633308037","POINT (-87.6333080367 41.899602111)","41.899602111","-87.633308037","POINT (-87.6333080367 41.899602111)"
"d8c04cd64753b9190d06c63862cc88d3820b6cf8","6e806af45ec1941555166d13b8236bf14cfdd955b68738c1a587035d16bac8c226699b4ba21f8bf26b29cd0e4e8ff8d773c4ec92d2fa2baf930b9c410c4879d4","2026-04-30T23:30:00.000","2026-05-01T00:00:00.000","1763","12.52",,,"76","4","33","7.5","0","4","45","Credit Card","Sun Taxi","41.980264315","-87.913624596","POINT (-87.913624596 41.9802643146)","41.975170943","-87.687515515","POINT (-87.6875155152 41.9751709433)"
"d8bb75eb1a73a8a04c06530c4fba4c9d53b3cf36","b972ec70e50b0f04e4fa382c61337d527d0cdfcf2c3007f28776933fe723960f4f35af95829923b98de387e054b62c6e7b1d233e0783c19d80e4226f45581494","2026-04-30T23:30:00.000","2026-04-30T23:30:00.000","775","6.1",,,"32","21","19.52","0","0","0","20.02","Mobile","Tac - Yellow Cab Association","41.878865584","-87.625192142","POINT (-87.6251921424 41.8788655841)","41.938666196","-87.711210593","POINT (-87.7112105933 41.9386661962)"
"a918d0a563c3ece849b5d484cf2dda951d7ba210","b2b3941b38fad492b956dc4ec546dab16697d7071bcb02e32dc134d60ff07af848f7cc28394204910ec2e442df14f07c7c48828f1d8a317f9365e8f394ac4a8b","2026-04-30T23:30:00.000","2026-05-01T00:00:00.000","1920","17.6",,,"76","28","43.25","0","0","4","47.25","Credit Card","Transit Administrative Center Inc","41.980264315","-87.913624596","POINT (-87.913624596 41.9802643146)","41.874005383","-87.66351755","POINT (-87.6635175498 41.874005383)"
"aa60488122883a2203030451b1d105d32dbeed0b","bfb5c2ad40103c9891e7ee4713e93ccd75e741099b7498884115f8ed4a13201f14f3f33a34a5eb231f66772204ee783613e46323926be4b819f202858d693ca5","2026-04-30T23:30:00.000","2026-05-01T00:00:00.000","1255","14.13",,,"76","6","35.5","4","0","4","44","Mobile","Chicago Independents","41.980264315","-87.913624596","POINT (-87.913624596 41.9802643146)","41.944226601","-87.655998182","POINT (-87.6559981815 41.9442266014)"
"d96014e30558d30ee0a84a83c28fbf4c5881985f","b15d5dba7f578c2e93e08c66d7a9b57bc35c9f316265cbd03116862919386a482de8184b4ebb60c6fbb0c9e3cc79a0c7192c60ea3fd5f6805d3fbf2dc6d4941b","2026-04-30T23:30:00.000","2026-04-30T23:30:00.000","194","0.56",,,"28","28","5.76","0","0","0","6.26","Mobile","Taxicab Insurance Agency Llc","41.874005383","-87.66351755","POINT (-87.6635175498 41.874005383)","41.874005383","-87.66351755","POINT (-87.6635175498 41.874005383)"
"a7ac64d10815a39f73ea11494afeccc28def4300","6a23e62ff9add07c054168d9bb0ee5c00d1a4306b3467c98f31501bb7298646ba50c1f8c8b59344393a10b79067a115eb2611486a25fb20e02dc2c92b69fcef4","2026-04-30T23:30:00.000","2026-04-30T23:45:00.000","480","1.5",,,"32","8","7.5","1.5","0","0","9","Credit Card","Transit Administrative Center Inc","41.878865584","-87.625192142","POINT (-87.6251921424 41.8788655841)","41.899602111","-87.633308037","POINT (-87.6333080367 41.899602111)"
"9a768be8bee482397bb8d8b6b7f9d9f5de6b6c4e","b00c5a92a2d7cd526d9ca9a5b63b98eb3111a00db69c57548bc256f9fb41046da0fc078b2c8843dc32558517ff09fc765e6c71ebe37bc3cc6368c33d259fda92","2026-04-30T23:30:00.000","2026-05-01T00:00:00.000","1145","17.46",,,"76","28","42.75","0","0","4","47.25","Credit Card","City Service","41.980264315","-87.913624596","POINT (-87.913624596 41.9802643146)","41.874005383","-87.66351755","POINT (-87.6635175498 41.874005383)"
"d79a7712cf63e9d6856170ddc606eb6bcbcf10a7","8123ec5a70681a139fcd93fd477eec0ee05dda8298774835a80496c9e90fbb9443e5d116ba283712e1dec8fdaf9c8acb0f69a77dc20170984c5b380aa8ae3f96","2026-04-30T23:30:00.000","2026-04-30T23:45:00.000","408","1.28",,,"8","8","7.87","0","0","0","8.37","Mobile","Globe Taxi","41.899602111","-87.633308037","POINT (-87.6333080367 41.899602111)","41.899602111","-87.633308037","POINT (-87.6333080367 41.899602111)"
"a7e51f6207b50ad1fb2f33dd1a2a9ab41a8890a1","081ccd1ec8ea43f5aba0cfcc53977d1fa8cc826c708a4c9c1dde7cbe488e8e55b1427c6dbb87a287c7a317fdd368a4c2d76f06e5ed93b8cafd5861a482fa782b","2026-04-30T23:30:00.000","2026-04-30T23:30:00.000","156","0.41",,,"8","8","4.67","0","0","0","5.17","Mobile","Flash Cab","41.899602111","-87.633308037","POINT (-87.6333080367 41.899602111)","41.899602111","-87.633308037","POINT (-87.6333080367 41.899602111)"
"5aeb8aa55df896610e43c76cd49fdea82417c7b4","26a53f41b40ca4ec225a15ff55054c0a2d9e4a48341ce95682596f2545c380d83287eaf73f920a605cf5993f70436c69808adfc634e475da3ae8a73895f6a4c1","2026-04-30T23:30:00.000","2026-05-01T00:00:00.000","2220","17.6","17031980000","17031081500","76","8","43.5","12","0","4","59.5","Credit Card","Transit Administrative Center Inc","41.97907082","-87.903039661","POINT (-87.9030396611 41.9790708201)","41.892507781","-87.626214906","POINT (-87.6262149064 41.8925077809)"
"9b6d33efbf0e62274ceb3137b3b4764fe9a6745e","6e40306a3a76d2e41f2530cc314ecfbd2520aae13202d7fcef97373649d1f5631936ac2b91bdfc48617f8837dc331171eaf7915604b75c8aa40ee707b68ad0da","2026-04-30T23:30:00.000","2026-04-30T23:30:00.000","405","0",,,,"31","8","0","0","0","8","Cash","Tac - Blue Diamond Dispatch",,,,"41.850266366","-87.667569312","POINT (-87.667569312 41.8502663663)"
"511effb5b1ae4d83efa6470cce72d4eafeb271fe","5918504c9cbb82d2509426135acb6f1ffcb27587a0b11ab705a6136409a1603b01b86c8b810e4d430dadd3380252cf660cdc7da405a452f45d436bb190941e87","2026-04-30T23:30:00.000","2026-05-01T00:00:00.000","1405","11.29",,,"76","13","29.5","0","0","5","34.5","Cash","Taxicab Insurance Agency Llc","41.980264315","-87.913624596","POINT (-87.913624596 41.9802643146)","41.983636307","-87.723583185","POINT (-87.7235831853 41.9836363072)"
"b5a822b69b51ff6f54ee9f41c345d7bbe9e4d783","24d4c5e51d147aecbb7c4a1ad70c38dbc05c7b4485f6de4b41fee5ea270228859c19c4160b101df87b889acc5cc7ab49b5e0491676026518677d34ea81f76591","2026-04-30T23:30:00.000","2026-04-30T23:45:00.000","760","3.21",,,"6","77","11.81","3.23","0","0","15.54","Mobile","Taxicab Insurance Agency Llc","41.944226601","-87.655998182","POINT (-87.6559981815 41.9442266014)","41.9867118","-87.663416405","POINT (-87.6634164054 41.9867117999)"
"a38edf8ece18d2c6f159724c9f270357251a0452","edd72a023f2bffadbf0081c4bb036a7137fec79c3e9ce49125d9e5433be96896d5adf0ff5c5bae96d42d4e4c549cbfaed607629be4e7ff09649b67ad2c02e044","2026-04-30T23:30:00.000","2026-05-01T00:00:00.000","1114","8.89",,,"33","71","27.71","0","0","0","27.71","Cash","Flash Cab","41.857183858","-87.620334624","POINT (-87.6203346241 41.8571838585)","41.744205146","-87.656305986","POINT (-87.6563059862 41.7442051463)"
"d0284cf06cd0b7a44da7ba88776061ba7f64523c","135ae3e27e645db0d93702c52df40e6f0ae8b88c87869bdd6a7585a84ee4ed72641efefe7dd2d0bae191a6a6cb59f1da77fd207adffb4802e7042c296fa0e1a9","2026-04-30T23:30:00.000","2026-04-30T23:45:00.000","878","5.31",,,"31","8","20.07","0","0","0","20.57","Mobile","Flash Cab","41.850266366","-87.667569312","POINT (-87.667569312 41.8502663663)","41.899602111","-87.633308037","POINT (-87.6333080367 41.899602111)"
"7b1b7ef00bb9afafecd945af07495f639569a8fd","e585218a9f728ba533db40a74237a1caa23f01212f0fa8ec83ade5c2774f20cead93dfeb12b3cb57108aee6d05d5e7b4a135733c9e90280b50ceb58047c2adda","2026-04-30T23:30:00.000","2026-04-30T23:30:00.000","385","1.23","17031281900","17031320100","28","32","8.21","0","0","0","8.71","Mobile","Blue Ribbon Taxi Association","41.879255084","-87.642648998","POINT (-87.642648998 41.8792550844)","41.884987192","-87.620992913","POINT (-87.6209929134 41.8849871918)"
"ececae40f6a001394973d6bc9aa80889bf2782ad","f8fa70b6dff94cdd06986f0e4bf6020252284cd5e0b88f938abd84809167563fb6f887d934cbe2db07f0cfa7c3c52880028aac551cdd83b0103433d3ae545b66","2026-04-30T23:30:00.000","2026-04-30T23:45:00.000","1367","14.25",,,"76","6","36","8.9","0","8","53.4","Credit Card","Sun Taxi","41.980264315","-87.913624596","POINT (-87.913624596 41.9802643146)","41.944226601","-87.655998182","POINT (-87.6559981815 41.9442266014)"
"e78ab980a3c27ab3ec1253a86746de4397b15ca7","48b43342788ae1b9b57a4e36cf85b8555d0cae1ec42ce293a86ce86fca826c5a2293d3e5f78f65401ee9a5440a7363a59f6de11e596bc55591e5be766e0bfc80","2026-04-30T23:30:00.000","2026-04-30T23:45:00.000","1560","15.2",,,,,"37.75","15.8","2","23","78.55","Credit Card","Transit Administrative Center Inc",,,,,,
"aeb1c8d27ef5601510043d1dcc2bef667bd570cd","9af6216887942597a1374258b2818c015c78468941877a1446d4bce09daeeae7fddc4277da695e720462f5bc0f49bd3d9f93572fb1a30fa1f2b979ad673efd9e","2026-04-30T23:30:00.000","2026-04-30T23:45:00.000","868","6.22",,,"28","23","17.77","0","0","0","18.27","Mobile","5 Star Taxi","41.874005383","-87.66351755","POINT (-87.6635175498 41.874005383)","41.900069603","-87.720918238","POINT (-87.7209182385 41.9000696026)"
"5ef96fb792a5ddd58b65592bbd52b28bec1c16eb","b3d64534f81ff06a34ae1001f3f6e3831011fb0f7a6f40e56dec4ac07d1e10861c2e5cd4faef78ba995357ec822b14115eb40cbd585f4d5a73a26e14b6b3525b","2026-04-30T23:30:00.000","2026-04-30T23:45:00.000","776","3.35",,,"32","24","12.38","0","0","0","12.88","Mobile","Taxicab Insurance Agency Llc","41.878865584","-87.625192142","POINT (-87.6251921424 41.8788655841)","41.901206994","-87.676355989","POINT (-87.6763559892 41.9012069941)"
"88979be2f9ef823c115aa0ed128906c8ddedcc5a","2c2846e06a06b51bf72e041bce82b95d5471941476ff25f9dc57a53f1be89850bab3ff974c911e1eb13e2be3392cd74ab84cef84c380c94a4b6f4658744904d7","2026-04-30T23:30:00.000","2026-04-30T23:30:00.000","5","0",,,"32","32","15","2","0","0","17.5","Credit Card","Taxicab Insurance Agency Llc","41.878865584","-87.625192142","POINT (-87.6251921424 41.8788655841)","41.878865584","-87.625192142","POINT (-87.6251921424 41.8788655841)"
"627948efdee88ac182f14b13dcc0454d7f734ec0","db082c26203779f867e87e701c3c8dfebe3611670decbb96153651587a91e255ea0ab461508c603c164d4a70a0fb92099744f959a2ca6c4d3c15c3e8ce871a28","2026-04-30T23:30:00.000","2026-05-01T00:00:00.000","1061","4.96",,,"8","23","15.75","0","0","0","15.75","Cash","Flash Cab","41.899602111","-87.633308037","POINT (-87.6333080367 41.899602111)","41.900069603","-87.720918238","POINT (-87.7209182385 41.9000696026)"
"1e1d64e7b79417d084839d08f225628e6839224c","f8f44c9d76773e3c761356078d786b151d2f206685454f64f76736d54bda25d7b9b96bb2271718561132707b3d65d14afbd26f146b8e6f659013376c82989ce0","2026-04-30T23:30:00.000","2026-04-30T23:30:00.000","300","0","17031980000","17031980000","76","76","4.75","0","0","0","4.75","Cash","Transit Administrative Center Inc","41.97907082","-87.903039661","POINT (-87.9030396611 41.9790708201)","41.97907082","-87.903039661","POINT (-87.9030396611 41.9790708201)"
"42c1e6a571007d397a27161754e8356bdbd70d4b","e2d8418fcdb061eee0a4318fba0a6a1200aaff0143feb0a74c7175a02ec7afca09f8c24de278cd0dee124d29dbfb2796407d069b90dfc13353d5d4ed02ecb0d5","2026-04-30T23:30:00.000","2026-04-30T23:45:00.000","533","1.72",,,"8","7","8","0","0","0","8","Cash","Flash Cab","41.899602111","-87.633308037","POINT (-87.6333080367 41.899602111)","41.922686284","-87.649488729","POINT (-87.6494887289 41.9226862843)"
"c444a2afcf4fa305a95b7f50846da8e175478ced","5f4b687fcddac3ec50959a643b0068496ac8deb19f159968a6f1a340d83820c7103e06d6e198490215058d53afef64c18be7c48bec62a6b5f58d76e09898a84b","2026-04-30T23:30:00.000","2026-05-01T00:00:00.000","1551","20.4",,,"24","53","51.56","0","0","0","51.56","Cash","Flash Cab","41.901206994","-87.676355989","POINT (-87.6763559892 41.9012069941)","41.673819904","-87.635739777","POINT (-87.6357397768 41.6738199043)"
"bfaa5ab73a0fe2af42fb614398b94d64028e14e0","961821de614d231063968f208b3459b4cf63051528c3f8bd5ba058c3b5ababfe30c72209067e9dfece49bf49f5a19f78feda573817a433a64a5dc54391bfbf99","2026-04-30T23:30:00.000","2026-04-30T23:45:00.000","360","1.2",,,"33","32","6.75","0","0","0","6.75","Cash","Transit Administrative Center Inc","41.857183858","-87.620334624","POINT (-87.6203346241 41.8571838585)","41.878865584","-87.625192142","POINT (-87.6251921424 41.8788655841)"
"d59a1a60a32b5939e85186c0d64ec9080b1303f5","a500c0da8fa893c9bdff48770ab8acfcb8d874014a09a9bfbff7f3e682919e522adb81b4d4036f38f7fd9b6475d1bfe50c0ec5d1805bc67d21281e800073adcf","2026-04-30T23:30:00.000","2026-04-30T23:30:00.000","60","0","17031839100","17031839100","32","32","50","0","0","0","50","Cash","Transit Administrative Center Inc","41.880994471","-87.632746489","POINT (-87.6327464887 41.8809944707)","41.880994471","-87.632746489","POINT (-87.6327464887 41.8809944707)"
"e53762d15a144a284cb68731204467057ddfa502","f621299fa67bd8263e781be39bd954acda79ca9c95884949a24a35f09eec2160377ccf61c4a510b49b3fa6e40de8259c40d6f34611ef283976cb3b8cf8985bc0","2026-04-30T23:30:00.000","2026-04-30T23:45:00.000","1141","17.04",,,"76","28","41.75","0","0","4","45.75","Cash","Sun Taxi","41.980264315","-87.913624596","POINT (-87.913624596 41.9802643146)","41.874005383","-87.66351755","POINT (-87.6635175498 41.874005383)"
"24b890a1db8ad777252245f0ec95c10f5da877f0","1df52fc60f8edec541c9a014b8ecf83c86f471b328635c58b32a45d57acec8cbc2dff77dcc94dc117f2d62e8c38932dc54c7f5d9af4e9512a2797662b586261b","2026-04-30T23:30:00.000","2026-04-30T23:45:00.000","1378","13.16",,,"56","8","34.25","7.75","0","4","46.5","Mobile","Globe Taxi","41.79259236","-87.769615453","POINT (-87.7696154528 41.7925923603)","41.899602111","-87.633308037","POINT (-87.6333080367 41.899602111)"
"f307fd7c8c987dedf116ebca90bd91567c56a638","a500c0da8fa893c9bdff48770ab8acfcb8d874014a09a9bfbff7f3e682919e522adb81b4d4036f38f7fd9b6475d1bfe50c0ec5d1805bc67d21281e800073adcf","2026-04-30T23:30:00.000","2026-04-30T23:30:00.000","0","0","17031839100","17031839100","32","32","50","0","0","0","50","Credit Card","Transit Administrative Center Inc","41.880994471","-87.632746489","POINT (-87.6327464887 41.8809944707)","41.880994471","-87.632746489","POINT (-87.6327464887 41.8809944707)"
"c617ef8e4cf96beb5e8a00dbbf7b28d5195a9ff5","b41e8c8124d8d600a4db8b7c176c2956756d378c749cb11c0a8e2c326a4c1cd83cac353869b657c398c9abc2c9d1d4c760905cfd5189595282dbfbe2fb0ce482","2026-04-30T23:30:00.000","2026-04-30T23:30:00.000","0","0","17031081700",,"8",,"4","0","2.75","1","7.75","Cash","Transit Administrative Center Inc","41.892042136","-87.63186395","POINT (-87.6318639497 41.8920421365)",,,
"e586ab4a02019e974050c2fa034abd0cad2f5d75","a81170c282ccac2aee954070db5b1e42554d9330d15e5d20299d9f653dcffaf13dd28c030194dfeec156c28913b1fb589b1935520f9b8ea150ab0689ab270d46","2026-04-30T23:30:00.000","2026-05-01T00:00:00.000","1729","10.37",,,"76",,"28.5","6.8","0","5","40.8","Credit Card","Medallion Leasin","41.980264315","-87.913624596","POINT (-87.913624596 41.9802643146)",,,
"63757ac73f87289fdc05faf73317f976f4153535","e8872981b0207dc88bc7fc2778d1bf870967eb83ee03acc0fa07b067c75a418e0276a28cc68403bc249a0bdd81bbecb272004c8c3a998b71cc9d1a0520759beb","2026-04-30T23:30:00.000","2026-04-30T23:45:00.000","1423","17.44",,,"76","33","61.75","13.25","0","4","79.5","Credit Card","Taxicab Insurance Agency Llc","41.980264315","-87.913624596","POINT (-87.913624596 41.9802643146)","41.857183858","-87.620334624","POINT (-87.6203346241 41.8571838585)"
"394de5466d0efdf8907785120be911c0faecac92","093e9e4c05ea53bf75c51763839d5f5bd5d1785c11ee5ec5e805c14bcb833c9fbfd81ab2b7874a85cba14046e54062335b2221738a0bb0bf1ddcfe83a7efa382","2026-04-30T23:30:00.000","2026-04-30T23:30:00.000","496","1.85",,,"32","8","8","0","0","0","8","Cash","City Service","41.878865584","-87.625192142","POINT (-87.6251921424 41.8788655841)","41.899602111","-87.633308037","POINT (-87.6333080367 41.899602111)"
"42d89344c8fba934915a158472a2baf1f25f20ea","177e33355372f5cdbb5a2c5d0295c7576b865c622ef1ce4882c0f6a6e4ae72d24ca32e159aa0498ba2af3aed858e7c2e0b0b123d1728a573fe4132d5c02f0177","2026-04-30T23:30:00.000","2026-05-01T00:00:00.000","1860","18",,,,,"44.75","9.85","0","4","58.6","Credit Card","Chicago Independents",,,,,,
"9f1db8550810fc30c43c5cb6d102087686c7afb6","9290a8430ba3e8061554627a9b1ebc78fd78a446a92b55f693e94316ea69930e29180297a7df363fffe70f0b36e64b319e858a24ceffcbcb690d428779d6fd94","2026-04-30T23:30:00.000","2026-04-30T23:45:00.000","1260","7.2",,,"33","41","20.5","0","0","0","20.5","Unknown","Transit Administrative Center Inc","41.857183858","-87.620334624","POINT (-87.6203346241 41.8571838585)","41.794090253","-87.592310855","POINT (-87.592310855 41.794090253)"
"e55cf15ee647aa3d5cef0dee80a325bf96104dd2","687e4d96be3cc961be4ce4608d2ad3bfadf54e3bbe80d706e066fd268dea4bce387cfa66ad249143808d0fed4ac39b01ea5e1d00faca6f07496eabd519ad812f","2026-04-30T23:30:00.000","2026-04-30T23:45:00.000","806","2.1",,,"7","3","11.01","0","0","0","11.51","Mobile","City Service","41.922686284","-87.649488729","POINT (-87.6494887289 41.9226862843)","41.96581197","-87.655878786","POINT (-87.6558787862 41.96581197)"
"6752dd40d29c461490f760cec91748c307c54ac1","417500d2bdac7a8c104b98016c9518146be264963d79561964b21b504f9b5576d8d8ee51be1ad4425a2908d42ee3031e76df4f36c2e4306d000beecaa6d325f2","2026-04-30T23:30:00.000","2026-04-30T23:45:00.000","896","2.36",,,"28","32","11.67","0","0","0","12.17","Mobile","Taxicab Insurance Agency Llc","41.874005383","-87.66351755","POINT (-87.6635175498 41.874005383)","41.878865584","-87.625192142","POINT (-87.6251921424 41.8788655841)"
"84869a5e92f765b9f3fd7d9c9c0f5a1647d3fcdb","c0591d33660deb744cef729db6457d5a0924498c9ed3bb80b0160d6bdec6de41d28db4d9de45475ad8257687670f437406d85c13fe34381fb80c206745ea7dc0","2026-04-30T23:30:00.000","2026-05-01T00:15:00.000","1844","25.67",,,"76","41","61.5","16.5","0","4","82.5","Credit Card","Sun Taxi","41.980264315","-87.913624596","POINT (-87.913624596 41.9802643146)","41.794090253","-87.592310855","POINT (-87.592310855 41.794090253)"
"f22b069edfa6f95bc95251c66e2e5acfb37c0268","9d05bb1e4dcb09644d765e5a52fae9d211d80711befe07acc68054f62b98b1811c4245a6ed7d5c92c10156fef815a89689df2a8035e3170c91eb74c97965c816","2026-04-30T23:30:00.000","2026-04-30T23:45:00.000","677","8.64",,,"28","41","28.91","0","0","0","28.91","Cash","Flash Cab","41.874005383","-87.66351755","POINT (-87.6635175498 41.874005383)","41.794090253","-87.592310855","POINT (-87.592310855 41.794090253)"
"4e8321463b269ad5b1aa54740164e91b180d64a5","b972ec70e50b0f04e4fa382c61337d527d0cdfcf2c3007f28776933fe723960f4f35af95829923b98de387e054b62c6e7b1d233e0783c19d80e4226f45581494","2026-04-30T23:30:00.000","2026-04-30T23:30:00.000","0","0","17031281900",,"28",,"7","0","0","0","7","Cash","Transit Administrative Center Inc","41.879255084","-87.642648998","POINT (-87.642648998 41.8792550844)",,,
"3d8dccb6d35a2398e216d9482992fe13b54758c2","ce067b3ae7a967cf8e6937d815047e75f5374a4fdf9803a4c1f7273803a8abc1527f132af5d626868d4c6b1cfac6e03f1d560ca9bb9366c24197456fed3d8dfa","2026-04-30T23:30:00.000","2026-05-01T00:00:00.000","1291","12.01",,,"76",,"30.75","10.45","0","21","62.7","Credit Card","Sun Taxi","41.980264315","-87.913624596","POINT (-87.913624596 41.9802643146)",,,
"e96912e6184a03d69c21cf03578b3ac01fcb7429","34f13b72cc0f5eee8a0827f77e3d51707f7cdf695e7b4af811cbe05dbf04e51a283ed57964735a325c40f366a69600cf83d5d187ecf9bd7f3e1da04c2675964c","2026-04-30T23:30:00.000","2026-04-30T23:30:00.000","462","1.62",,,"7","8","8.5","2.28","0","0","11.28","Mobile","Flash Cab","41.922686284","-87.649488729","POINT (-87.6494887289 41.9226862843)","41.899602111","-87.633308037","POINT (-87.6333080367 41.899602111)"
"45eb1ae22f0a37d93527b2f5229fa1833ccb59a1","93ccda8a38077612a8f32b8bf1b430f8439cf114fefb22ce9c08d52ce90ae0769110db6a2dbde28bce0f0e33c69b79674e3cfa11cc38a93cce47eca43623c43b","2026-04-30T23:30:00.000","2026-04-30T23:45:00.000","696","7.97",,,"33","44","27.71","0","0","0","27.71","Cash","Flash Cab","41.857183858","-87.620334624","POINT (-87.6203346241 41.8571838585)","41.740205756","-87.615969523","POINT (-87.6159695226 41.7402057565)"
"0df969016790bbfe32531a2d4e857100304730b4","ca83178fa4ea3bcd66fe18442103abfb68222d7a44086870f2a2ad16a8ae091062277415b3eb36b5208e701f033ff98c5a3a1ec47abe044b0c475d49e7bb1950","2026-04-30T23:30:00.000","2026-04-30T23:30:00.000","398","0.01",,,"8","8","25.32","0","0","0","25.32","Cash","Flash Cab","41.899602111","-87.633308037","POINT (-87.6333080367 41.899602111)","41.899602111","-87.633308037","POINT (-87.6333080367 41.899602111)"
"faafb99a28511f1bb7cb1f06b5f57a5addc9de93","b587d7b411523ec3634b1f20e09baf59d90c74d746c8a0da76084b01132dcf224cb8c51cb4e8366a8067d3f9ccb028bd7af846c9fd4acf16e2fd7f00395ed6a7","2026-04-30T23:30:00.000","2026-04-30T23:45:00.000","707","6.58",,,"8","33","16.36","4.33","0","0","21.19","Mobile","Wolley Taxi","41.899602111","-87.633308037","POINT (-87.6333080367 41.899602111)","41.857183858","-87.620334624","POINT (-87.6203346241 41.8571838585)"
"3f16f338058c241e16888586e621e73bab7d207c","f6c95de604709d60bb9e583806814e1187f12a74ce65c75669ba888d1e1d87527b69563a99e4b024ca374be6f9578fed56bc16b9087822f1e1fdcaabd9ed2409","2026-04-30T23:30:00.000","2026-05-01T00:00:00.000","2112","10.17",,,"2","32","35.41","8.55","0","0","44.46","Mobile","5 Star Taxi","42.001571027","-87.695012589","POINT (-87.6950125892 42.001571027)","41.878865584","-87.625192142","POINT (-87.6251921424 41.8788655841)"
