"Date","Venue","Venue Address","Event Type","Event Details","Start Time","Ward","Location"
"12/17/2025","United Center","1901 W. Madison Street","Basketball Game","Bulls vs. Cavaliers","7:00PM","27","POINT (-87.67421 41.88136)"
"12/19/2025","United Center","1901 W. Madison Street","Bull Riding Event","Professional Bull Riders","7:45PM","27","POINT (-87.67421 41.88136)"
"12/20/2025","United Center","1901 W. Madison Street","Bull Riding Event","Professional Bull Riders","6:45PM","27","POINT (-87.67421 41.88136)"
"12/23/2025","United Center","1901 W. Madison Street","Hockey Game","Blackhawks vs. Flyers","8:00PM","27","POINT (-87.67421 41.88136)"
"12/26/2025","United Center","1901 W. Madison Street","Basketball Game","Bulls vs. 76ers","7:00PM","27","POINT (-87.67421 41.88136)"
"12/27/2025","United Center","1901 W. Madison Street","Basketball Game","Bulls vs. Bucks","7:00PM","27","POINT (-87.67421 41.88136)"
"12/28/2025","United Center","1901 W. Madison Street","Hockey Game","Blackhawks vs. Penguins","6:00PM","27","POINT (-87.67421 41.88136)"
"12/29/2025","United Center","1901 W. Madison Street","Basketball Game","Bulls vs. Timberwolves","7:00PM","27","POINT (-87.67421 41.88136)"
"12/30/2025","United Center","1901 W. Madison Street","Hockey Game","Blackhawks vs. Islanders","7:30PM","27","POINT (-87.67421 41.88136)"
"12/31/2025","United Center","1901 W. Madison Street","Basketball Game","Bulls vs. Pelicans","6:00PM","27","POINT (-87.67421 41.88136)"
"01/01/2026","United Center","1901 W. Madison Street","Hockey Game","Blackhawks vs. Stars","7:30PM","27","POINT (-87.67421 41.88136)"
"01/02/2026","United Center","1901 W. Madison Street","Basketball Game","Bulls vs. Magic","7:00PM","27","POINT (-87.67421 41.88136)"
"01/03/2026","United Center","1901 W. Madison Street","Basketball Game","Bulls vs. Hornets","7:00PM","27","POINT (-87.67421 41.88136)"
"01/04/2026","United Center","1901 W. Madison Street","Hockey Game","Blackhawks vs. Knights","6:00PM","27","POINT (-87.67421 41.88136)"
"01/07/2026","United Center","1901 W. Madison Street","Hockey Game","Blackhawks vs. Blues","8:30PM","27","POINT (-87.67421 41.88136)"
"01/08/2026","United Center","1901 W. Madison Street","Basketball Game","Bulls vs. Heat","7:00PM","27","POINT (-87.67421 41.88136)"
"01/09/2026","United Center","1901 W. Madison Street","Hockey Game","Blackhawks vs. Capitals","7:00PM","27","POINT (-87.67421 41.88136)"
"01/10/2026","United Center","1901 W. Madison Street","Basketball Game","Bulls vs. Mavericks","7:00PM","27","POINT (-87.67421 41.88136)"
"01/12/2026","United Center","1901 W. Madison Street","Hockey Game","Blackhawks vs. Oilers","7:30PM","27","POINT (-87.67421 41.88136)"
"01/14/2026","United Center","1901 W. Madison Street","Basketball Game","Bulls vs. Jazz","7:00PM","27","POINT (-87.67421 41.88136)"
"01/15/2026","United Center","1901 W. Madison Street","Hockey Game","Blackhawks vs. Flames","7:30PM","27","POINT (-87.67421 41.88136)"
"01/17/2026","United Center","1901 W. Madison Street","Hockey Game","Blackhawks vs. Bruins","7:00PM","27","POINT (-87.67421 41.88136)"
"01/18/2026","United Center","1901 W. Madison Street","Basketball Game","Bulls vs. Nets","6:00PM","27","POINT (-87.67421 41.88136)"
"01/19/2026","United Center","1901 W. Madison Street","Hockey Game","Blackhawks vs. Jets","7:30PM","27","POINT (-87.67421 41.88136)"
"01/20/2026","United Center","1901 W. Madison Street","Basketball Game","Bulls vs. Clippers","7:00PM","27","POINT (-87.67421 41.88136)"
"01/23/2026","United Center","1901 W. Madison Street","Hockey Game","Blackhawks vs. Lightning","6:00PM","27","POINT (-87.67421 41.88136)"
"01/24/2026","United Center","1901 W. Madison Street","Basketball Game","Bulls vs. Celtics","7:00PM","27","POINT (-87.67421 41.88136)"
"01/25/2026","United Center","1901 W. Madison Street","Hockey Game","Blackhawks vs. Panthers","6:00PM","27","POINT (-87.67421 41.88136)"
"01/26/2026","United Center","1901 W. Madison Street","Basketball Game","Bulls vs. Lakers","7:00PM","27","POINT (-87.67421 41.88136)"
"01/30/2026","United Center","1901 W. Madison Street","Hockey Game","Blackhawks vs. Blue Jackets","7:30PM","27","POINT (-87.67421 41.88136)"
"02/02/2026","United Center","1901 W. Madison Street","Hockey Game","Blackhawks vs. Sharks","7:30PM","27","POINT (-87.67421 41.88136)"
"02/04/2026","United Center","1901 W. Madison Street","Concert","The New Edition Way Tour","8:00PM","27","POINT (-87.67421 41.88136)"
"02/06/2026","United Center","1901 W. Madison Street","Concert","Life Is A Highway Tour - Rascal Flatts","8:00PM","27","POINT (-87.67421 41.88136)"
"02/07/2026","United Center","1901 W. Madison Street","Basketball Game","Bulls vs. Nuggets","7:00PM","27","POINT (-87.67421 41.88136)"
"02/12/2026","United Center","1901 W. Madison Street","Concert","Disney On Ice","7:00PM","27","POINT (-87.67421 41.88136)"
"02/13/2026","United Center","1901 W. Madison Street","Concert","Disney On Ice","10:30AM","27","POINT (-87.67421 41.88136)"
"02/14/2026","United Center","1901 W. Madison Street","Concert","Disney On Ice","10:30AM","27","POINT (-87.67421 41.88136)"
"02/15/2026","United Center","1901 W. Madison Street","Concert","Disney On Ice","10:30AM","27","POINT (-87.67421 41.88136)"
"02/19/2026","United Center","1901 W. Madison Street","Basketball Game","Bulls vs. Raptors","7:00PM","27","POINT (-87.67421 41.88136)"
"02/21/2026","United Center","1901 W. Madison Street","Basketball Game","Bulls vs. Pistons","7:00PM","27","POINT (-87.67421 41.88136)"
"02/22/2026","United Center","1901 W. Madison Street","Basketball Game","Bulls vs. Knicks","7:00PM","27","POINT (-87.67421 41.88136)"
"02/24/2026","United Center","1901 W. Madison Street","Basketball Game","Bulls vs. Hornets","7:00PM","27","POINT (-87.67421 41.88136)"
"02/25/2026","United Center","1901 W. Madison Street","Concert","Romanza - 30th Anniversary World Tour - Andrea Bocelli","8:00PM","27","POINT (-87.67421 41.88136)"
"02/26/2026","United Center","1901 W. Madison Street","Basketball Game","Bulls vs. Trail Blazers","7:00PM","27","POINT (-87.67421 41.88136)"
"02/28/2026","United Center","1901 W. Madison Street","Wrestling","WWE Elimination Chamber","5:30PM","27","POINT (-87.67421 41.88136)"
"03/01/2026","United Center","1901 W. Madison Street","Basketball Game","Bulls vs. Bucks","2:30PM","27","POINT (-87.67421 41.88136)"
"03/03/2026","United Center","1901 W. Madison Street","Basketball Game","Bulls vs. Thunder","7:00PM","27","POINT (-87.67421 41.88136)"
"03/05/2026","United Center","1901 W. Madison Street","Concert","Boys 4 Life Tour featuring B2K & Bow Wow","8:00PM","27","POINT (-87.67421 41.88136)"
"03/06/2026","United Center","1901 W. Madison Street","Hockey Game","Blackhawks vs. Canucks","7:30PM","27","POINT (-87.67421 41.88136)"
"03/07/2026","United Center","1901 W. Madison Street","Concert","Konstantinos Argiros","8:00PM","27","POINT (-87.67421 41.88136)"
"03/09/2026","United Center","1901 W. Madison Street","Hockey Game","Blackhawks vs. Mammoth","7:30PM","27","POINT (-87.67421 41.88136)"
"03/10/2026","United Center","1901 W. Madison Street","Basketball Game","2026 TIAA Big Ten Men's Basketball Tournament","TBA","27","POINT (-87.67421 41.88136)"
"03/11/2026","United Center","1901 W. Madison Street","Basketball Game","2026 TIAA Big Ten Men's Basketball Tournament","TBA","27","POINT (-87.67421 41.88136)"
"03/12/2026","United Center","1901 W. Madison Street","Basketball Game","2026 TIAA Big Ten Men's Basketball Tournament","TBA","27","POINT (-87.67421 41.88136)"
"03/13/2026","United Center","1901 W. Madison Street","Basketball Game","2026 TIAA Big Ten Men's Basketball Tournament","TBA","27","POINT (-87.67421 41.88136)"
"03/14/2026","United Center","1901 W. Madison Street","Basketball Game","2026 TIAA Big Ten Men's Basketball Tournament","TBA","27","POINT (-87.67421 41.88136)"
"03/15/2026","United Center","1901 W. Madison Street","Basketball Game","2026 TIAA Big Ten Men's Basketball Tournament","TBA","27","POINT (-87.67421 41.88136)"
"03/16/2026","United Center","1901 W. Madison Street","Basketball Game","Bulls vs. Grizzlies","7:00PM","27","POINT (-87.67421 41.88136)"
"03/17/2026","United Center","1901 W. Madison Street","Hockey Game","Blackhawks vs. Wild","7:30PM","27","POINT (-87.67421 41.88136)"
"03/18/2026","United Center","1901 W. Madison Street","Basketball Game","Bulls vs. Raptors","7:00PM","27","POINT (-87.67421 41.88136)"
"03/19/2026","United Center","1901 W. Madison Street","Basketball Game","Bulls vs. Cavaliers","7:00PM","27","POINT (-87.67421 41.88136)"
"03/20/2026","United Center","1901 W. Madison Street","Hockey Game","Blackhawks vs. Avalanche","7:30PM","27","POINT (-87.67421 41.88136)"
"03/21/2026","United Center","1901 W. Madison Street","Concert","Little Miss Drama Tour - Cardi B","7:30PM","27","POINT (-87.67421 41.88136)"
"03/22/2026","United Center","1901 W. Madison Street","Hockey Game","Blackhawks vs. Predators","2:00PM","27","POINT (-87.67421 41.88136)"
"03/23/2026","United Center","1901 W. Madison Street","Basketball Game","Bulls vs. Rockets","7:00PM","27","POINT (-87.67421 41.88136)"
"03/27/2026","United Center","1901 W. Madison Street","Basketball Game","2026 NCAA March Madness","TBA","27","POINT (-87.67421 41.88136)"
"03/29/2026","United Center","1901 W. Madison Street","Basketball Game","2026 NCAA March Madness","TBA","27","POINT (-87.67421 41.88136)"
"03/31/2026","United Center","1901 W. Madison Street","Hockey Game","Blackhawks vs. Jets","7:30PM","27","POINT (-87.67421 41.88136)"
"10/31/2025","Wintrust Arena","200 E. Cermak Road","Concert","GRiZ presents Re:Connect","7:00PM","3","POINT (-87.62201 41.85297)"
"11/01/2025","Wintrust Arena","200 E. Cermak Road","Concert","GRiZ presents Re:Connect","7:00PM","3","POINT (-87.62201 41.85297)"
"11/03/2025","Wintrust Arena","200 E. Cermak Road","Basketball Game","DePaul Men's vs. Chicago State","7:00PM","3","POINT (-87.62201 41.85297)"
"11/04/2025","Wintrust Arena","200 E. Cermak Road","Basketball Game","DePaul Women's vs. Valparaiso","TBA","3","POINT (-87.62201 41.85297)"
"11/07/2025","Wintrust Arena","200 E. Cermak Road","Basketball Game","DePaul Men's vs. Stonehill","7:00PM","3","POINT (-87.62201 41.85297)"
"11/11/2025","Wintrust Arena","200 E. Cermak Road","Basketball Game","DePaul Men's vs. Buffalo","7:00PM","3","POINT (-87.62201 41.85297)"
"11/14/2025","Wintrust Arena","200 E. Cermak Road","Basketball Game","DePaul Men's vs. Northwestern","7:30PM","3","POINT (-87.62201 41.85297)"
"11/15/2025","Wintrust Arena","200 E. Cermak Road","Concert","Not Just Another House Party with Terry Hunter","7:00PM","3","POINT (-87.62201 41.85297)"
"11/17/2025","Wintrust Arena","200 E. Cermak Road","Basketball Game","DePaul Women's vs. Northwestern","11:00AM","3","POINT (-87.62201 41.85297)"
"11/18/2025","Wintrust Arena","200 E. Cermak Road","Basketball Game","DePaul Men's vs. Gardner-Webb","7:00PM","3","POINT (-87.62201 41.85297)"
"11/21/2025","Wintrust Arena","200 E. Cermak Road","Basketball Game","DePaul Women's vs. Grambling State","5:30PM","3","POINT (-87.62201 41.85297)"
"11/22/2025","Wintrust Arena","200 E. Cermak Road","Basketball Game","DePaul Women's vs. Campbell / Northern Colorado","5:30PM","3","POINT (-87.62201 41.85297)"
"11/23/2025","Wintrust Arena","200 E. Cermak Road","Basketball Game","DePaul Men's vs. Detroit Mercy","5:00PM","3","POINT (-87.62201 41.85297)"
"11/26/2025","Wintrust Arena","200 E. Cermak Road","Basketball Game","DePaul Women's vs. Loyola College","11:00AM","3","POINT (-87.62201 41.85297)"
"11/28/2025","Wintrust Arena","200 E. Cermak Road","Concert","85 South - Spin The Block Comedy Tour","8:00PM","3","POINT (-87.62201 41.85297)"
"11/29/2025","Wintrust Arena","200 E. Cermak Road","Wrestling Event","Real American Freestyle Wrestling - RAF03","8:00PM","3","POINT (-87.62201 41.85297)"
"12/04/2025","Wintrust Arena","200 E. Cermak Road","Basketball Game","DePaul Women's Basketball vs. Marquette","TBA","3","POINT (-87.62201 41.85297)"
"12/06/2025","Wintrust Arena","200 E. Cermak Road","Basketball Game","DePaul Men's vs. Arkansas Pine Bluff","8:00PM","3","POINT (-87.62201 41.85297)"
"12/09/2025","Wintrust Arena","200 E. Cermak Road","Basketball Game","DePaul Men's vs. Morgan State","7:00PM","3","POINT (-87.62201 41.85297)"
"12/11/2025","Wintrust Arena","200 E. Cermak Road","Basketball Game","DePaul Women's vs. Umass Lowell","6:00PM","3","POINT (-87.62201 41.85297)"
"12/12/2025","Wintrust Arena","200 E. Cermak Road","Concert","Deadbeats Presents: Arena of Intergalactic Happiness with Zeds Dead","8:00PM","3","POINT (-87.62201 41.85297)"
"12/13/2025","Wintrust Arena","200 E. Cermak Road","Concert","Deadbeats Presents: Arena of Intergalactic Happiness with Zeds Dead","8:00PM","3","POINT (-87.62201 41.85297)"
"12/14/2025","Wintrust Arena","200 E. Cermak Road","Basketball Game","DePaul Women's vs. Michigan State","2:00PM","3","POINT (-87.62201 41.85297)"
"12/21/2025","Wintrust Arena","200 E. Cermak Road","Basketball Game","DePaul Men's vs. UConn","3:30PM","3","POINT (-87.62201 41.85297)"
"12/29/2025","Wintrust Arena","200 E. Cermak Road","Basketball Game","DePaul Women's vs. Villanova","6:00PM","3","POINT (-87.62201 41.85297)"
"01/03/2026","Wintrust Arena","200 E. Cermak Road","Basketball Game","DePaul Men's vs. Xavier","1:00PM","3","POINT (-87.62201 41.85297)"
"01/04/2026","Wintrust Arena","200 E. Cermak Road","Basketball Game","DePaul Women's vs. Providence","2:00PM","3","POINT (-87.62201 41.85297)"
"01/06/2026","Wintrust Arena","200 E. Cermak Road","Basketball Game","DePaul Men's vs. Georgetown","7:00PM","3","POINT (-87.62201 41.85297)"
"01/10/2026","Wintrust Arena","200 E. Cermak Road","Basketball Game","DePaul Women's vs. Georgetown","2:00PM","3","POINT (-87.62201 41.85297)"
"01/16/2026","Wintrust Arena","200 E. Cermak Road","Basketball Game","DePaul Men's vs. Marquette","7:30PM","3","POINT (-87.62201 41.85297)"
"01/17/2026","Wintrust Arena","200 E. Cermak Road","Basketball Game","DePaul Women's vs. Seton Hall","2:00PM","3","POINT (-87.62201 41.85297)"
"01/24/2026","Wintrust Arena","200 E. Cermak Road","Basketball Game","DePaul Men's vs. Seton Hall","4:00PM","3","POINT (-87.62201 41.85297)"
"01/25/2026","Wintrust Arena","200 E. Cermak Road","Basketball Game","DePaul Women's vs. Creighton","2:00PM","3","POINT (-87.62201 41.85297)"
"02/03/2026","Wintrust Arena","200 E. Cermak Road","Basketball Game","DePaul Men's vs. St. John's","7:00PM","3","POINT (-87.62201 41.85297)"
"02/04/2026","Wintrust Arena","200 E. Cermak Road","Basketball Game","DePaul Women's vs. Connecticut",,"3","POINT (-87.62201 41.85297)"
"02/07/2026","Wintrust Arena","200 E. Cermak Road","Concert","Levity Snow Day 2026",,"3","POINT (-87.62201 41.85297)"
"02/10/2026","Wintrust Arena","200 E. Cermak Road","Basketball Game","DePaul Women's vs. St. John's",,"3","POINT (-87.62201 41.85297)"
"02/11/2026","Wintrust Arena","200 E. Cermak Road","Basketball Game","DePaul Men's vs. Creighton",,"3","POINT (-87.62201 41.85297)"
"02/21/2026","Wintrust Arena","200 E. Cermak Road","Basketball Game","DePaul Men's vs. Providence","7:00PM","3","POINT (-87.62201 41.85297)"
"02/22/2026","Wintrust Arena","200 E. Cermak Road","Basketball Game","DePaul Women's vs. Xavier","2:00PM","3","POINT (-87.62201 41.85297)"
"02/25/2026","Wintrust Arena","200 E. Cermak Road","Basketball Game","DePaul Women's vs. Butler","6:00PM","3","POINT (-87.62201 41.85297)"
"03/04/2026","Wintrust Arena","200 E. Cermak Road","Basketball Game","DePaul Men's vs. Villanova","7:00PM","3","POINT (-87.62201 41.85297)"
"03/07/2026","Wintrust Arena","200 E. Cermak Road","Basketball Game","DePaul Men's vs. Butler","11:00AM","3","POINT (-87.62201 41.85297)"
"03/26/2026","Wintrust Arena","200 E. Cermak Road","Concert","FKA Twigs","8:00PM","3","POINT (-87.62201 41.85297)"
"11/15/2025","Wrigley Field","1060 W. Addison Street","Football Game","Northwestern vs. Michigan","11:00am","44","POINT (-87.65562 41.94721)"
"11/22/2025","Wrigley Field","1060 W. Addison Street","Football Game","Northwestern vs. Minnesota","TBA","44","POINT (-87.65562 41.94721)"
"10/13/2025",,"500-512 W WEBSTER AVE","Filming","Indian as Apple Pie",,"43","POINT (-87.64202 41.92191)"
"10/13/2025",,"1115-1125 W HUBBARD ST
1101-1115 W HUBBARD ST","Filming","EP14008 TWO FLAT PREP 10/13",,"27","POINT (-87.65479 41.89005)"
"10/13/2025",,"4600-4700 N KNOX AVE
4600-4712 N KNOX AVE
4600-4700 W LELAND AVE","Filming","Diary Movie LLC",,"39",
"10/13/2025",,"1031-1051 N RUSH ST","Festival","JCCIA Parade After Party",,"42","POINT (-87.62797 41.90169)"
"10/13/2025",,"1120-1145 E 59TH ST
1000-1050 E 59TH ST","Filming","Saturn Return",,"5","POINT (-87.60008 41.78777)"
"10/13/2025",,"400-400 S STATE ST","Parade","TBA","TBA","42","POINT (-87.62763 41.87633)"
"10/13/2025",,"3101 N MASON AVE","Parade","TBA",,"30, 31","POINT (-87.77495 41.93691)"
"10/14/2025",,"1-55 E NORTH AVE","Filming","Navistar (Gold Coast)",,"43","POINT (-87.63093 41.91077)"
"10/14/2025",,"1025-1115 E 57TH ST","Filming","Saturn Return",,"5","POINT (-87.59997 41.79142)"
"10/14/2025",,"1900-1911 S WOLCOTT AVE","Filming","Coca-Cola",,"25","POINT (-87.67347 41.85574)"
"10/14/2025",,"5725-5800 S WOODLAWN AVE","Filming","Saturn Return",,"5","POINT (-87.59646 41.79071)"
"10/14/2025",,"162-214 W HUBBARD ST
143-159 W ILLINOIS ST
414-414 N WELLS ST
220-220 W WACKER DR","Filming","Navistar (River North)",,"42",
"10/14/2025",,"1802-1830 W 18TH ST","Filming","Coca-Cola",,"25","POINT (-87.67134 41.85773)"
"10/14/2025",,"200-230 S LAFLIN ST","Filming","Coca-Cola",,"34","POINT (-87.6644 41.87874)"
"10/14/2025",,"770-800 W VAN BUREN ST
564-598 S HALSTED ST
746-746 W HARRISON ST","Filming","Navistar (Greektown)",,"34",
"10/14/2025",,"1550-1625 E 53RD ST","Filming","Saturn Return",,"04, 05","POINT (-87.58746 41.79958)"
"10/15/2025",,"2550-2600 W OGDEN AVE","Filming","EP14008 Med Stage 10/15",,"28","POINT (-87.69102 41.86332)"
"10/16/2025",,"233 S WACKER DR","Assembly","TBA",,"42","POINT (-87.63669 41.87868)"
"10/17/2025",,"4900-4957 N CLAREMONT AVE","Block Party","Pacholski BP",,"40","POINT (-87.68776 41.9707)"
"10/17/2025",,"5025-5025 N LARAMIE AVE","Parade","TBA",,"45","POINT (-87.75765 41.9721)"
"10/17/2025",,"6014-6099 N CAMPBELL AVE","Block Party","Pisabaj BP",,"40","POINT (-87.6921 41.99095)"
"10/17/2025",,"2800-2900 S PRINCETON AVE","Block Party","BLOCK PARTY- ST JEROME",,"11","POINT (-87.6342 41.84233)"
"10/17/2025",,"5458-5474 S RIDGEWOOD CT","Filming","The Man Bat - Short Film",,"5","POINT (-87.59257 41.79637)"
"10/17/2025",,"2800-2813 N MASON AVE","Block Party","Robert V Nikolov",,"30","POINT (-87.77475 41.9313)"
"10/17/2025",,"11200-11258 S MAPLEWOOD AVE","Block Party","11201 S. Maplewood_10172025",,"19","POINT (-87.6848 41.68962)"
"10/18/2025",,"1359-1359 W MONROE ST","Festival","Skinner Loomis Fall  2025",,"27","POINT (-87.66088 41.88026)"
"10/18/2025",,"4900-4961 W CARMEN AVE","Block Party","Richard Fischer",,"45","POINT (-87.75052 41.97348)"
"10/18/2025",,"2200-2300 W BERWYN AVE","Block Party","Criner BP",,"40","POINT (-87.6845 41.97777)"
"10/18/2025",,"4500-4551 N ALBANY AVE","Block Party","IGOH Halloween Block Party",,"33","POINT (-87.70588 41.96318)"
"10/18/2025",,"5200-5258 S MCVICKER AVE","Block Party","5200 S. McVicker Block Party",,"23","POINT (-87.77338 41.79787)"
"10/18/2025",,"11000-11045 S SPAULDING AVE","Block Party","11029 S. Spaulding_10182025",,"19","POINT (-87.703 41.69201)"
"10/18/2025",,"2000-2047 W WALTON ST","Block Party","2000 Walton Block Party",,"36","POINT (-87.67898 41.89861)"
"10/18/2025",,"6000-6059 S NORMANDY AVE","Block Party","Block Party",,"13","POINT (-87.78876 41.78293)"
"10/18/2025",,"11000-11050 S HOMAN AVE","Block Party","11039 S. Homan_10182025",,"19","POINT (-87.70587 41.69319)"
"10/18/2025",,"5700-5753 N MANTON AVE","Block Party","5700 N Manton Block Party",,"39","POINT (-87.76829 41.98607)"
"10/18/2025",,"9700-9758 S WINCHESTER AVE","Block Party","9753 S. Winchester_10182025",,"19","POINT (-87.67066 41.71732)"
"10/18/2025",,"800 W MARQUETTE RD","Parade","TBA",,"16","POINT (-87.64477 41.77246)"
"10/18/2025",,"4634-4651 W PARKER AVE","Block Party","Punkin Patch Fall Fest",,"31","POINT (-87.74301 41.93057)"
"10/18/2025",,"3730-3759 N MEADE AVE","Block Party","3730 N. Meade",,"38","POINT (-87.77906 41.94861)"
"10/18/2025",,"3000-3059 N KOLMAR AVE","Block Party","3000 N. Kolmar Block Party",,"31","POINT (-87.74067 41.93695)"
"10/18/2025",,"2400-2473 W CARMEN AVE","Block Party","Schweska BP",,"40","POINT (-87.68926 41.9741)"
"10/18/2025",,"11000-11058 S WASHTENAW AVE","Block Party","11026 S. Washtenaw_10182025",,"19","POINT (-87.68856 41.69339)"
"10/18/2025",,"7700-7728 W SHERWIN AVE","Block Party","7700 W Sherwin Block Party",,"41","POINT (-87.8199 42.01411)"
"10/18/2025",,"5004-5059 W CARMEN AVE","Block Party","Christopher Sherman",,"45","POINT (-87.75504 41.97343)"
"10/18/2025",,"9600-9658 S WINCHESTER AVE","Block Party","9634 S. Winchester_10182025",,"19","POINT (-87.67074 41.71913)"
"10/18/2025",,"6712-6726 W SCHOOL ST","Block Party","6700 W School",,"38","POINT (-87.79376 41.94003)"
"10/18/2025",,"4414-4459 N MENARD AVE","Block Party","4400 N. Menard",,"38","POINT (-87.77212 41.96094)"
"10/18/2025",,"3500-3600 S WOLCOTT AVE","Block Party","Community Gathering Event",,"12","POINT (-87.67277 41.82847)"
"10/18/2025",,"11100-11164 S ARTESIAN AVE","Block Party","11125 S. Artesian_10182025",,"19","POINT (-87.68239 41.69106)"
"10/18/2025",,"1400-1450 W HOOD AVE","Block Party","1400 Hood Ave Block",,"48","POINT (-87.66538 41.9936)"
"10/18/2025",,"3600-3700 N HOYNE AVE","Block Party","3600 N Hoyne- BP 25",,"47","POINT (-87.68097 41.94697)"
"10/18/2025",,"5200-5259 S MULLIGAN AVE","Block Party","5200 S. Mulligan Block Party",,"23","POINT (-87.78079 41.79773)"
"10/18/2025",,"541-567 W HAWTHORNE PL","Block Party","2025 Chgo Cty Day Fall Fest",,"44","POINT (-87.64296 41.94453)"
"10/18/2025",,"1600-1608 W 21ST PL","Block Party","Boo Bash Halloween Block Party",,"25","POINT (-87.66641 41.85322)"
"10/18/2025",,"5600-5659 N PARKSIDE AVE","Block Party","Jennifer Ronan",,"45","POINT (-87.76953 41.98308)"
"10/18/2025",,"1500-1543 N MONITOR AVE","Block Party","Block Party 1500 N. Monitor",,"29","POINT (-87.77189 41.90762)"
"10/18/2025",,"5732-5814 N HERMITAGE AVE
1600-1759 W ROSEHILL DR
5739-5823 N RAVENSWOOD AVE","Athletic","RoseHill Cemetery Crypt 5k",,"40",
"10/18/2025",,"12003-12057 S JUSTINE ST","Block Party","120th & S. Justine Blk Party",,"21","POINT (-87.66009 41.67402)"
"10/18/2025",,"4700-4759 N MALDEN ST","Block Party","Lakeview Church Block Party",,"46","POINT (-87.66259 41.96733)"
"10/18/2025",,"2100-2200 W HOMER ST","Block Party","2100 Homer Block Party 2025",,"32","POINT (-87.68026 41.91695)"
"10/18/2025",,"4041-4455 W GRACE ST
4101-4470 W BYRON ST
3800-3858 N KILBOURN AVE
3800-3857 N KENNETH AVE
3800-3957 N KOSTNER AVE
3701-3855 N LOWELL AVE
3701-3855 N LOWELL AVE
3701-3857 N KILDARE AVE
3700-3857 N TRIPP AVE
4141-4361 W WAVELAND AVE","Athletic","Schurz Schuffle 2025",,"30, 45",
"10/18/2025",,"1-300 W VAN BUREN ST","Parade","TBA",,"34, 42",
"10/18/2025",,"7745-7752 W NORWOOD ST","Block Party","7700 W Norwood Block Party",,"41","POINT (-87.82118 41.98952)"
"10/18/2025",,"100-200 W 23RD ST","Block Party","CCUC",,"03, 11","POINT (-87.63217 41.85098)"
"10/18/2025",,"1500-1550 W GLENLAKE AVE","Block Party","1500-1550",,"48","POINT (-87.66781 41.99263)"
"10/18/2025",,"5700-5759 W 64TH ST","Block Party","Block Party",,"13","POINT (-87.76426 41.77618)"
"10/18/2025",,"240-326 W 34TH ST","Block Party","block party",,"11","POINT (-87.64931 41.46915)"
"10/18/2025",,"4345 W 26TH ST","Assembly","TBA",,"22","POINT (-87.73286 41.84415)"
"10/18/2025",,"9100-9230 S OAKLEY AVE","Block Party","9208 S. Oakley_10182025",,"19","POINT (-87.67982 41.72814)"
"10/18/2025",,"601-601 W MONTROSE DR","Athletic","Chicago Fall Classic Run",,"46","POINT (-87.63866 41.96325)"
"10/18/2025",,"3145-3158 N LAMON AVE","Block Party","Dia De Muertos",,"31","POINT (-87.74933 41.93866)"
"10/18/2025",,"233 E WALTON PL","Parade","TBA",,"42","POINT (-87.62054 41.90008)"
"10/18/2025",,"4500-4575 S MCDOWELL AVE","Block Party","Block Party",,"15","POINT (-87.66042 41.81214)"
"10/18/2025",,"1400-1459 W NORWOOD ST","Block Party","1400 W. Norwood St 10/18/2025",,"48","POINT (-87.66535 41.99175)"
"10/19/2025",,"2000-2058 W ROSCOE ST
3342-3415 N SEELEY AVE","Festival","RV Halloween Block Party",,"32","POINT (-87.67964 41.94267)"
"10/19/2025",,"10312-10358 S MILLARD AVE","Block Party","10315 S. Millard_10192025",,"19","POINT (-87.71228 41.70541)"
"10/19/2025",,"5600-5659 W LELAND AVE","Block Party","Ashley Des Enfants",,"45","POINT (-87.76764 41.96596)"
"10/19/2025",,"1799 S WOLCOTT AVE","Parade","TBA",,"25","POINT (-87.67353 41.85785)"
"10/19/2025",,"5000-5059 W CRYSTAL ST","Block Party","5000 W. Crystal",,"37","POINT (-87.75106 41.90321)"
"10/19/2025",,"4432-4551 N TROY ST","Block Party","4400 N Troy Block Party",,"33","POINT (-87.70703 41.96188)"
"10/19/2025",,"1706-1706 S HALSTED ST","Festival","Local Artist Showcase",,"25","POINT (-87.64666 41.85887)"
"10/19/2025",,"9100-9160 S LEAVITT ST","Block Party","9111 S. Leavitt_10192025",,"19","POINT (-87.67736 41.7265)"
"10/19/2025",,"1232-1300 S HOYNE AVE
1232-1300 S OAKLEY AVE
1232-1330 S LEAVITT ST
1232-1332 S WOOD ST
1800-2250 W 13TH ST
1800-2100 W WASHBURNE AVE
1800-2158 W HASTINGS ST
1200-1400 S DAMEN AVE
1200-1300 S OAKLEY AVE
2200-2258 W WASHBURNE AVE","Athletic","Rise To Shine 10K/5K/1Mile Wal",,"28",
"10/19/2025",,"5930-5946 W CULLOM AVE","Block Party","5900 W. Cullom",,"38","POINT (-87.77592 41.95854)"
"10/24/2025",,"2200-2200 N CANNON DR","Festival","Adults Night Out: Howl-o-ween",,"43","POINT (-87.63278 41.92307)"
"10/24/2025",,"2440-2536 N ORCHARD ST","Festival","St. Clement Halloween 2025",,"43","POINT (-87.64636 41.92673)"
"10/24/2025",,"4202-4234 W 25TH ST","Block Party","Trunk or Treat- Epiphany",,"22","POINT (-87.72971 41.84601)"
"10/24/2025",,"634-700 W 37TH ST","Block Party","block party - BCA",,"11","POINT (-87.64251 41.82715)"
